人名,x坐标,y坐标
术赤,-0.029041587040555133,-0.002550611014346414
朱丹臣,0.010713093636785598,0.04126987275801999
朱九真,-0.0009277669737515442,0.004491110100959094
朱元璋,0.015646938446231645,-0.02854606194945842
朱子柳,0.01470711858373298,0.02314099694845549
朱安国,0.012557068444402504,-0.06546678269749388
朱祖荫,-0.007813129255020224,-0.01969545765351178
朱聪,0.02387579824140958,0.026140054511675576
朱长龄,0.005096259689800209,0.03011362586346643
朴者和尚,-0.016349510407761326,-0.022012736749563944
李三,-0.01377311074352581,0.012383578403026287
李傀儡,-0.01407146539842584,-4.742390842859675e-05
李力世,0.021681596696924404,0.002391932973841468
李可秀,0.0053729829978855816,-0.034900810640381245
李四,-0.08273071056572492,-0.016107891279198837
李四摧,-0.013234709855667893,-0.013206659503545614
李岩,-0.017610058067005108,0.048726389377553414
李廷豹,-0.0022968908531887933,0.027677743885459412
李志常,-0.017019552014299662,-0.02788874827852342
李文秀,0.008438343526477076,-0.0245690233439227
李春来,-0.011081517258251768,-0.005814877659454585
李沅芷,0.02691360560263936,0.0007882547082520182
李秋水,0.03302640874010319,-0.004535612692224201
李自成,9.472169888971401e-05,-0.005935464862302184
李莫愁,-0.008135715737418048,-0.011345660553976167
李萍,0.00632974656909087,-0.0330504072576784
李西华,0.02281356425751586,0.005707570643762407
杜希孟,-0.016912017680598666,0.07581309136361435
杜百当,0.039437993197817905,0.019132047042262377
来福儿,-0.034052458010626646,-0.03587474815979815
杨不悔,-0.0070976406865234844,0.0070758710279765534
杨光,0.014885427255606485,-0.019691357479264822
杨夫人,-0.028593819032258123,0.04568129346265745
杨宾,0.03911175649469144,0.03269738119048807
杨左使,0.011894282964771307,0.0332346119101437
杨康,-0.02014516403247404,-0.00226808734428783
杨成协,-0.015575752591423225,-0.025435372169119102
杨景亭,-0.036748976792775806,-0.010914730892650921
杨溢之,-0.04575299214775649,-0.01681543697566979
杨莲亭,0.011736699317401962,-0.008315186570907641
杨过,0.011946118096699076,-0.03458246502457021
杨铁心,0.02071446934612041,-0.04755690245952566
杨鹏举,0.002847088818332943,-0.022939783782738966
林兴珠,-0.005845267967059451,0.02129217419342457
林平之,-0.0159388815496223,0.011372196899262338
林朝英,-0.017921581546621327,0.08185727363517788
林永超,-0.00956612813727988,0.0016324862851612649
林玉龙,0.030923634997882248,-0.0358377325825628
林远图,0.012715111130896217,0.034804988566921845
林震南,0.01988663315911075,0.010867440490536267
枯木,0.01432238743967281,0.010030598926309883
柔儿,0.022607653634204226,0.01145791953385379
柯万钧,0.005191663563308412,-0.052691706743738305
柯大侠,-0.0039673378982623755,0.012506859075848375
柯镇恶,0.02267872357339744,-0.05507748912435115
柳大洪,-0.028943441487615625,0.039269353745950475
柳燕,0.011065072215187663,0.01120041113449565
桂公公,-0.00956349731819945,-0.015004657802389524
桃叶仙,0.04220629637012205,0.04176854293435982
桃实仙,-0.01000769455729322,0.0534331438617701
桃干仙,0.031879021674352276,-0.016159031542975624
桃枝仙,-0.03219495819913193,0.004215816333497012
桃根仙,-0.016459451955033386,0.01996911894005057
桃红,-0.001278693702170833,-0.01882432316400441
桃花仙,-0.05879399512235728,-0.018332840595964985
桑三娘,-0.026575771801646005,-0.01148226122415111
桑土公,0.013072653820918292,-0.019347516498263835
桑拉巴,0.012247476197522533,-0.03365986599685308
桑昆,0.01880268653611603,-0.01875030477342097
桑结,-0.031157113649584532,0.039742303516841514
